"Drug","User","Date","Period","Review","Score","Likes","Page"
"Cariprazine","None","September 6, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Tried  Vraylar 1.5mg for Bipolar and the first time I tried it, my foot cramped so badly I had to manually unbend all of my toes with my hand. Quit taking it and tried again about 9 months later. It caused rage this time unlike anything I've experienced. I don't see how this drug is approved to improve mood. No telling what it would have done to my brain chemistry.",0,24,3
"Cariprazine","Kathy","September 4, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 It's a great med but I have put on almost 15 pounds on it",0,21,3
"Cariprazine","Reviewer","September 4, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Was given a diagnosis of bipolar after years of antidepressants that didn't work.  I was on Lithium for over a year but gained a ton of weight and have horrible acne.  Have tried zyprexa and abilify and nothing seems to work as well as the Vrylar does with some restlessness at 3mg.   I take 2mg klonopins and they help with the restlessness a lot.",0,13,3
"Cariprazine","VRAYLARISSATAN","August 29, 2019","-","<b>Vraylar (cariprazine):</b>			 I was on Vraylar for 2 weeks, bad side effects started at 10 day, its now 3 weeks later and I am worse than I have ever been because of this drug.  I was honestly ok before it, now I feel aggressive all the time and angry.  I used to have minor mania and bipolar.  Now I wish I could have that back.",0,16,3
"Cariprazine","PI","August 28, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Update to post dated August 10th. I saw my doc and explained that 1.5 mg was making me excessively sleepy. She suggested I cut the capsule in half. At first I was hesitant but I decided to try it.  I’m happy to report that  Vraylar is now working it’s magic. I feel balanced, happy and motivated. Glad I followed her advice.",0,33,3
"Cariprazine","Ali","August 27, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I didn't take it long enough to see if it would help.  First try during daytime, I felt really dizzy 30min after taking it, and lasted 30 min. I also blinked a lot.  I tried it at night next time. Woke up in the morning feeling like I was blinking my eyes a lot while asleep.  This medicine supposedly has higher risk than most other similar drugs of causing tardive diskenisia which can get worse or become permanent. Do not continue drugs that cause this reaction. Double check with doctor anyways.",0,11,3
"Cariprazine","Pi","August 10, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I’ve been on Vraylar for about a month for bipolar. It works wonders but it makes me excessively drowsy at 1.5 mg. I take the med at night and still feel drowsy  the next day. Needless to say, I have to stop taking it.",0,22,3
"Cariprazine","Easty","August 9, 2019","Taken for less than 1 month","I’ve been taking cariprazine for about three weeks. I didn’t notice much the first week, except being slightly tired at the end of the work day. Over the first two weeks I slept about 2 hours less than normal. In the third week that has stabilized and I’m resting fully. I can attest to a much lower level of anxiety and more open freer thought. My memory seems a touch better as well.  But most importantly the depression that I’ve had mostly for 15 years is significantly, and possible completely gone. I don’t feel manic, just relaxed.  But the main reason I wanted to post is to remind everyone that there’s a card you can apply for to lower the cost of your prescription.  Best wishes to you all. Keep fighting. It’s all worth it",8,5,3
"Cariprazine","Kymii Plur","August 3, 2019","-","<b>Vraylar (cariprazine):</b>			 I am on my third week of Vraylar and the first two weeks were horrible. I was feeling like I was manic and depressed at the same time like I would cry for no reason and then all of a sudden get manic and be cussing and mad at people. I just got out the hospital recently and just got put on this medication it seems like  now those side effects are  slowing down, but the only problem is I'm thinking I should take it during the day instead of night because I wake up every hour on the hour and by 4 a.m. I just give up sleep and my anxiety level has increased",0,19,4
"Cariprazine","Marie","August 3, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I've got bipolar disorder, PTSD and depression. I've been on many antipsychotics and Vraylar is one of them. I get pain in my stomach, nausea, and vomiting. I've been on it for two weeks now. Hopefully the symptoms will get better because I do have more energy. I don't know about the weight gain.",0,8,4
"Cariprazine","DeeDee3434","August 2, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 For the first 3 days, I felt a reduction in anxiety but had a cloudy feeling. Over the next week, I started to get depressed and increasingly groggy. In weeks 2 and 3, I thought I was going to die. I was up all night long shaking and extremely agitated. My heart was thumping. I had a terrible headache and dizziness. I only slept 2-3 hours and only during the day. For anyone who is experiencing these side effects, I hope you find some peace knowing you are not alone. The drug has a long half-life so it’s going to take me a few days but I hope I can get back to my regular state.",0,23,4
"Cariprazine","Sean","July 31, 2019","Taken for 1 to 2 years","<b>Vraylar (cariprazine):</b>			 I am on this for OCD &amp; Anxiety. Vraylar medicine will make you gain a significant amount of weight if you take it for a long time. It also caused constipation for me. Other then that it’s  not a bad medicine.",0,16,4
"Cariprazine","Mainlands","July 30, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have suffered from severe depression for over a decade. I was barely functional and most of the time not at all. My doctor gave me samples of Vraylar and within 2 1/2 weeks I started to feel different. That sinking feeling inside my chest from the depression went away. By the 4th week the depression had totally disappeared. It is a miracle, I have my life back. I have not suffered any side effects. Only problem is the cost is prohibitive. $1200.00 without insurance. I don't know what I am going to do but somehow I have to stay on this medication.",0,45,4
"Cariprazine","Tom","July 23, 2019","Taken for 2 to 5 years","<b>Vraylar (cariprazine):</b>			 This medicine makes me feel manic, it’s way too activating. It was good when I had low energy but now I feel manic all the time.",0,24,4
"Cariprazine","a.c","July 23, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I got misdiagnosed with major depressive disorder and took a ton of antidepressants that just weren’t working, and I recently started taking Vraylar a couple weeks ago. The side effects at the beginning were fine until I started getting restless in my legs and my anxiety is more prominent, but it helps me SOOOO much with my sleep because I used to stay up for days and it really helps with the cycling and depression. I know I don't feel the full effect but I've been on so many medicines this feels like the only one thats done something",0,17,4
"Cariprazine","Mzachary121","July 12, 2019","-","<b>Vraylar (cariprazine):</b>			 I have been on Vraylar going on six months for bipolar. I started out taking 1.5 mg. After being on several antipsychotics and having a few psychotic breaks this drug has truly changed my life. I now take 3 mg because the lower does was wearing off. I was aggravated, agitated and on edge but with the increase I feel great again. I can actually live a normal life and maintain a healthy lifestyle.",0,50,4
"Cariprazine","Jo","July 2, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was on Abilify for several years for Bipolar II. Worked well for me. Then it quit working. My doctor prescribed Vraylar 1.5. Take at night. I have been on Vraylar 1.5 for 3 weeks almost. I notice a huge difference! My hypomania is under control. No depression. I feel level with my moods. Now I am having some side effects. Excessive sweating and hot flashes. Vivid dreams. But I’ll say it’s working great for me! I can handle those two side effects ok. Thankful that my bipolar II is managed well so far with this medication. Working great for me! Thankful for this medication!",0,47,4
"Cariprazine","Never again","June 29, 2019","Taken for 1 to 2 years","<b>Vraylar (cariprazine):</b>			 I like a lot of people on vraylar thought I had found something that worked after years of trying. Well after I was on it for about a year my mom asked me one day why I was squinting my eyes and pursuing my lips. I was afraid people would think I was high or had brain damage. They prescribed propranolol 20mg 3x a day I still had the symptoms. Now they added Sinemet which wasn't helping so they increased the amount I was taking. Well the symptoms are twice as bad now so I am weaning off of them. All of my tardive dyskinesia is in my face. My tongue and mouth are so sore by the end of the day it's almost unbearable. When I sleep it goes away, but by the end of the day it is back to raw and sore. I have permanent lines above my lip, the corners of my mouth have downward wrinkles and I have a deep wrinkle under my bottom lip that looks like a sideways c. Vraylar  has ruined my life and left me feeling like a freak and living like a homebound freak.",0,34,4
"Cariprazine","Froggy","June 26, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Was on this Vraylar for 5 days. I would not recommend it to anyone. It caused severe nausea, hunger pains, severe headaches, shaking of hands and head, and felt like running a temperature everyday.",0,24,4
"Cariprazine","AB","June 25, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 So, I started with  Vraylar at a dose 1.5 mg for about 2 weeks for my mixed BP 2  ,I loved it. I  did take it in the morning ,and at night time I used Xanax . I felt like my manic episodes were still going on, but in a controlled manner . I started projects and actually finished them . I felt so good, full of constructive energy ,great mood ,until I tried the 3 mg . First day ,upset stomach ,low blood pressure ,felt horrible . Second day, restless, but somehow my body wants to do things, but not my brain. I got sleepy, without motivation, I feel uncomfortable everywhere . I absolutely hate the 3 mg .I'll be seeing my Dr this week ,maybe I can stick to 1.5 mg .",0,37,4
"Cariprazine","Fsp","June 22, 2019","-","<b>Vraylar (cariprazine):</b>			 I have been on pretty much every Manic med there is, from Prozac, Paxel, Effexor etc. My Dr. put me on Vylar a month ago.  I was suicidal and as low as you can get do to an accident at work and Workman's Comp totally screwing me over with the money they owe me and my Scumbag Lawyer not doing anything, just wants his 20%. So from making $850 to $1150 take home a week, I am making $140, and eating mustard sandwich's. After 3 weeks, I feel better than I have ever felt, with out the bad side effects!",0,30,4
"Cariprazine","mikeyst22","June 14, 2019","-","<b>Vraylar (cariprazine):</b>			 No racing thoughts since I have been on Vraylar, thank goodness",0,32,4
"Cariprazine","Yearsofsuffering","June 11, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I started on VRAYLAR 1.5mg and took samples for about 2 months. I felt great on it, like I never had before on any other meds. But....the side effect that I can’t shake is the drowsiness and  fog  that started almost immediately. I didn’t want to quit because I felt better in every other way. I quit 2 days ago and I feel extremely less tired. I am going to have to find another medicine. I wouldn’t be able to afford it anyway!",0,26,4
"Cariprazine","sloane","June 11, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was diagnosed with Bipolar Disorder 4 years ago. It took years of trial &amp; error to find the right combination of meds that helped. Along with other meds, I took Abilify for 4 years &amp; gained 60 lbs. It didn't seem to be doing much. It always felt like I still wasn't feeling AS mentally balanced as I COULD be feeling. I also had akathesia on Abilify. Now, I switched to Vraylar 1.5 mg (THANKFULLY my psychiatrist had samples to give me since the price of the med is crazy). I've been taking it for 3 weeks &amp; it's already changed my life - no exaggeration! I feel recharged &amp; have the energy to do simple tasks &amp; to LIVE my life to the fullest &amp; actually be positive for once. I actually feel like my mood is BALANCED for the first time in years! Only side effect I've had is that I keep making weird tongue movements &amp; curl my tongue under the roof of my mouth without realizing I'm doing it. But w/ the improvements I've made since switching from Abilify to Vraylar, it's a small price to pay!",0,41,4
"Cariprazine","Draagonsfire","June 5, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 My psych doctor started me on this and at first, nothing happened at the 1.5 dose. Once he increased it to 3 mg- everything went south.  I started hallucinating and not sleeping.  It exasperated my bipolar problems.  Needless to say, I am no longer on it.",0,27,4
"Cariprazine","Sadie","June 4, 2019","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 My doctor switched my bi-polar medication from Seroquel, which I believe to be helpful, over  to Vraylar. I was nervous in the beginning, Seroquel worked very well for me and I was afraid of going back to the symptoms. I was overjoyed with Vraylar. It helps me so much more than the Seroquel ever did. My family and friends noticed the difference within a few weeks.",0,35,4
"Cariprazine","Jimmy","May 31, 2019","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 Works so so for me  but at least it helps my depression and anxiety.  I noticed that it does cause some confusion at times was told by several drs that I was normal so kind of annoyed about one drs diagnosis. Anyway  I don't like really any med but my overall rating for this one is 4 out of ten for me.",0,11,4
"Cariprazine","Jennifer","May 30, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Started on Vraylar 1.5mg for 3 weeks, mild side effects...went up to 3mg and the insomnia and restlessness and agitation was horrible. I made in 5 days and then saw doc.  I have Bipolar I and she suggested I go back down to 1.5 and added 5mg of abilify.  My body was sore for the first few days, but starting to feel good again and taking the abilify at bedtime helps with sleep.",0,22,4
"Cariprazine","Normal human being","May 22, 2019","-","<b>Vraylar (cariprazine):</b>			 Diagnosed with bipolar 18 years ago. Tried different meds including Effexor, Paxil, Celexa, Abilify, etc., only made things worse. I ended up with Xanax but it made me sleepy so I take it at night. Bi polar and anxiety keeps me from concentrating, makes life rough, depression comes and goes, very angry.  Seeked counseling, helps some, but not physiologically.  Told my Dr about issues, they say Vraylar. Been on Xanax for 7 years now and was sceptical to try another drug. But I did, and am grateful. Total life changer. I did have an upset stomach the first day or two, but after that, no upset just great mood, no anger, anxiety or depression. Take 1.5 mg every other day and still feel great on second day, so that seems to be sufficient. Also continue the Xanax for sleep. I wake up refreshed and feel like I've gotten better sleep. I concentrate at work, have a ton of energy, don't eat all day like before and things that triggered my anger no longer affect me like before.",0,61,4
"Cariprazine","Scarred for life","May 17, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I’ve been on Vraylar for a little over 3 months for bipolar. My side effects are I’ve had such bad dizziness I fainted on my kitchen floor and split open my face in 2 places. I’m having  super dark thoughts, afraid to leave the house, I only feel good when I’m sleeping during the day at night it wakes me up throughout the night or I'm just  wide awake all night, and I gained weight.  I went back and forth taking it in the am and bedtime to see which was good but neither were. I’m just going to get off it the 1.5 mg Vraylar, 80mg Cymbalta (that is my happy pill??), 50mg Vyvance",0,23,4
"Cariprazine","Seals","May 11, 2019","-","I’ve been on Vraylar (1.5 dose) for only about 4 days and I’ve never felt worse.  I was rushed to the E.R today because my anxiety has only gotten worse from this drug.  I can’t stop moving my legs as I’m so worked up.  I would feel my heart rate increase as well as my breathing being affected.  I’ve been restless ever since starting this and refuse to take it starting tomorrow.  It left me feeling so hopeless I didn’t know what to do with myself.  May work for some people but certainly not for me.",1,0,4
"Cariprazine","xanxiety","May 3, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Vraylar helps my mood and mental health but it also makes me stupid. It makes it hard to recall the day before as if I am living one day at a time and the future or past doesn't  click. This occurred at 3 mg and I reduced to 1.5 to see if it makes a difference if not I will just stick to Lamictal.",0,18,4
"Cariprazine","Huntersmom99","April 23, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I’ve been on vraylar 3mg about 2 weeks it’s too early to tell if it’s going to work for my rapid cycling disorder but I have hope that it will. I was prescribed this after several incidents of dizziness and passing out on SSRI’s. So far I haven’t had any bad reactions to it just some annoying back pain at night that ibuprofen seems to help.",0,10,4
"Cariprazine","Joonbugg","April 12, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I take 100 mg Zoloft for depression.  I also have anxiety disorder.  My depression was getting worse so doc put me on Vraylar 1.5 mg which I take it in the morning, now I feel fantastic! No side effects at all - praise Jesus! I'm disabled and on Medicare so I'm going to have to get samples from the Dr long term as there is no way I can afford it.  I've been on it for almost 2 weeks.",0,29,5
"Cariprazine","CORRIN","April 8, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I have bipolar 2 and took this to treat mixed features during hypomanic episodes. At 1.5mg it helped to reduce but not eliminate the hypomania and mixed features. At 3mg it gave me horrible akathisia.  Now I'm trying to get it refilled but the coupon my doc gave me isn't working with the pharmacy (4 trips and over an hour wasted). I've been 2 days without the med and I'm experiencing intense anxiety due to withdrawals. I am going to refuse to continue taking this med and demand something else. I'd rather be hypomanic than down $240.",0,15,5
"Cariprazine","Ambi","April 4, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I started taking Vraylar 1.5 mg at bedtime almost 2 weeks ago in conjunction with my other bipolar meds.  I had been on Rexulti previously but after rapid weight gain on it and sudden mood changes, my pDoc switched me to Vraylar.  She told me to take it daily for two weeks as it would build up in my system and then to only take it 3x a week to prevent the high likelihood of unbearable restlessness occurring.  I'm almost ready to drop down to 3x a week, although I'm worried that will make it less effective for me.  It has been a godsend!  I'm singing in the car again, I'm laughing with my family again, I'm taking joy in my children again and doing all of the things I love with them again.  It's like a miracle.  I don't feel overly high or like I'm getting manic, I just feel like my normal self used to and it feels great.  I'm easy going again, I feel joy again.  It's amazing, I would highly recommend Vraylar.",0,53,5
"Cariprazine","DayJellaz","March 28, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Vraylar gave me the worst akathisia in my life. At one point I was so restless and anxious that I left work (without telling my boss) and drove straight to the hospital. I really thought I was going to die. I was having uncontrollable  jerking movements while taking this stuff. Everyone reacts differently to meds, so maybe this med just isn’t for me. I ended up going back to Seroquel XR- I’ll take sedation any day over that horrible feeling Vraylar gave me.",0,20,5
"Cariprazine","young","March 19, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 After being hospitalized twice with my bipolar and after trying ten different meds vraylar saved my life. From the age of only 16 bipolar disorder had ruined my life due to both mania and depression but now with vraylar I am finally stable and get to live life",0,40,5
"Cariprazine","Mzachary","March 12, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have been on vraylar going on two months now my moods any everything have never been better. I definitely recommend this drug",0,36,5
"Cariprazine","Sam","March 8, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 My doctor went on and on about this miracle drug and how it would change my life.  I should've smelt the science experiment when she happened to mention I would be the first person to take it in her practice  I had extreme insomnia - lucky if I had an hour of straight sleep, sleep medications wouldn't work. Restless, I had to go, go, go.  I was shaking all of the time and my anxiety was through the roof. I had multiple panic attacks at work wherein I had to leave (this has never happened even on my worse day) Upside the visual/auditory hallucinations stopped as well as the delusions and I felt like everything was hunky dory emotionally wise but that was due to the mania it all but catapulted me into. Doctor pretty much refused to change my medications even after only having taken it for a month with all of these horrible side effects. I realised I would have to do it and never went back.  I will never touch Vraylar again.",0,40,5
"Cariprazine","Carebear","February 23, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 My husband took this medication for 3 days.  Each day became progressively worse.  He was getting more agitated, huge appetite increase, restless and anxious by the day. Not to mention the minimal to no sleep he was getting. I was surprised to see the side effects appear so quickly, but I am glad.  We are now on day 4 off the medication.   I'm hopeful he will be getting back to baseline soon.  With detox he has brain saps, interrupted sleep, restlessness and anxiety.  Last night was better than any night in the past week.  Given the side effects and length of time the med stays in your system I am glad we stopped the med after 3doses",0,23,5
"Cariprazine","Missy","February 16, 2019","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 I gained 67 pounds over the course of 10 months at 4.5 mg--just beware of weight gain",0,38,5
"Cariprazine","Poetguy","February 13, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 This is my second day taking 1.5mgs &amp; so far, so good. I'm feeling levelled",0,18,5
"Cariprazine","guyshannon1","February 13, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I would really pay attention to the side affects while taking this med. I developed blisters on my scalp and was diagnosed with shingles but the blisters never went away one day I came across the printout of side affects and for some reason read them and blisters are a serious reaction. I have not taken it for a few days now and I have no new blisters pretty scary it really reminds me though that we need to pay attention to our health symptoms and meds side effects. These drs have too many patients to keep up with everything we are on etc.",0,33,5
"Cariprazine","TrashDog","January 19, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I was given vraylar for rapid cycling depression, I also have ADHD. I had no negative side effects, or so I thought. I stayed on it for about 5 months and in a state of extreme mania the entire time. I lost 30 #. I loved it because I finally felt good and did not disclose everything to my doctor, like cheating on my husband which I would NEVER have done before. But I finally had to come off of it as the mania increased. Now I’m diagnosed as bipolar unspecified, because of my reaction to it.",0,30,5
"Cariprazine","AJ","January 16, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have been on vraylar 1.5 mg for a month. It causes me to bite &amp; chew my lips &amp; tongue uncontrollably. Till they bleed. I also clench my jaw. I take  Artane (trihexyphenidyl) 5mg 2x/day for side effects. It works but if I forget to take Artane, my life is a misery of chewing my face. I still have problems with my mood but my psychosis/paranoia/delusions are gone. I never realized I was psychotic all the time until taking vraylar.",0,27,5
"Cariprazine","Squilly","January 12, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I took vyraylar right before I was going to bed.... I remember not feeling good and my fiancé kept asking me what was with me.  All I remember is waking up on the couch  This is the SECOND time this medicine has caused me to black out  Good thing I wasn’t at work this time",0,18,5
"Cariprazine","Jtw","January 12, 2019","Taken for 2 to 5 years","<b>Vraylar (cariprazine):</b>			 I feel like Vraylar in combination with my other medications have made a huge decrease of delusions,  paranoia",0,13,5
"Cariprazine","Maine","January 10, 2019","Taken for 1 to 2 years","<b>Vraylar (cariprazine):</b>			 Good for handling mania. Gave me energy back. When my dosage was increased due to mild depression I experienced weight gain of about 40 pounds! I'm a petite woman so the weight gain was just too much for me. I tried to stick with the med but I could not fit into any  thing. My appetite kept increasing and the depression did not go away.",0,23,5
"Cariprazine","Lilly1","January 4, 2019","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have bipolar, mixed features and this drug did wonders for my mania and depression, however, after a huge 30 pound weight gain I am choosing to discontinue this drug. I have been off of it for several weeks now and have had a nightmare of a time getting the weight off. Even though I'm not as hungry or eating nearly as much as I was on Vraylar.",0,22,5
"Cariprazine","RED","January 2, 2019","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I just started my 3rd wk on 3 mg's. I really don't feel any different to be honest. I have been on lamictal for a couple years and it has been a life changer for me, but I started feeling so sensitive, having a lot of crying episodes which is not like me at all. I have been very restless but I'm not sure that's from this medication. I follow up with my dr next wk to see how I'm doing.  If I can't tell a difference by then I will probable discontinue",0,8,5
"Cariprazine","Savedby1","December 22, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I started Vraylar about 7 weeks ago. My dr. weaned me off of Topamax because it was affecting my cognition. I could not process logical thoughts, like order of events in relation to time.  Vraylar allowed only for 5 hours of sleep. (I already have interrupted sleep.) My doctor said to take it in the a.m. I did that today, and I feel nauseous.  I’ve also gained 4 lbs. since I began. It could be  holiday weight,  though.  My appetite seems to have increased. 2 factors other than Vraylar could be the cause: I started running again &amp; that increases appetite. I’m also not eating throughout the day, which could be causing me to binge at night and eat when I wake in the night.  I’m going to continue with Vraylar. It has been a good mood stabilizer replacement for Topamax.    I was using samples. I 1st filled a prescription for it this week at a cost of $0.  I have no idea why it was covered. I’ll use coupon from dr. if necessary.",0,17,5
"Cariprazine","CrazyMom","December 13, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 A miracle drug for my depression but I did have to go through 2 to 3 weeks of restlessness and insomnia for me when I first start taking it.",0,23,5
"Cariprazine","Less stable","December 6, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was diagnosed with bipolar 1 many years ago but have only really started taking meds and managing it. I've been on lamictal 150mg twice a day and clonopine 1mg as needed. In the last month I  started having more anxiety and the lamictal just didn't seem as effective anymore. My doc started me on the Vraylar 1.5mg 10 days ago and I'm most definitely worse with it. I'm more agitated, emotional, shaky, can't sleep even with sleeping meds. My paranoia has significantly increased. I I don't recommend this med at all.",0,23,5
"Cariprazine","Frankie","December 4, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I've had severe depression alongside bipolar.  I've been on Vraylar about 3 months.  My depression lessened significantly.  Recently, I've been restless  and dealing with insomnia (even with sleeping medicine), and I have constant anxiety and intrusive thoughts.  I have also gotten agitated, and it feels like it's almost pushing  me into a manic episode.  It's very scary and lonely to be put in this position. These side effects were not discussed at all.  I don't suggest this medicine.",0,23,5
"Cariprazine","NoBigDeal","November 30, 2018","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 In combination with my lamictal, Vraylar works very well for me. I originally was prescribed Vraylar for mood swings, but discovered when I began Lamictal that it was actually helping my social anxiety tremendously. Anyway, after about 9 months of taking Vraylar, I have developed Akathisia. I can’t stop moving the toes in my left foot, and believe me, it’s worse than it sounds. I am totally unaware when I’m doing it, but if I concentrate on it, I can stop. I am getting off of Vraylar immediately. I hope these symptoms don’t persist",0,19,5
"Cariprazine","SplinterSpell","November 29, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I was on Vraylar for ten weeks starting at 1.5mg and getting up to 4.5mg. Vraylar unfortunately gave me severe insomnia, especially at the higher doses, and it didn’t really help any of my symptoms.  I would get extremely anxious at night, the intrusive thoughts/voices never stopped, and my agitation kept building. I went back to Abilify eventually, because the Vraylar also caused a major increase in appetite.",0,20,5
"Cariprazine","Hil","November 9, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Vraylar all the sudden gave me severe problems with sleep. I already had insomnia, but this was a new low. I feared sleep and went from 6 mg down to 3 mg and now am on A Lot of sleep meds. So vraylar gives me energy, but at what price.",0,19,5
"Cariprazine","Lo... again","October 29, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 So I shared my story once but I'm back again. I started on 50mg Zoloft and started hearing and seeing things. After weaning off and starting Vraylar, it stopped. For the first month, everything was great. Now, I've gained weight (10ish pounds in a month or 2) and I'm struggling to keep it off. Maybe it's the drug, maybe it's my bad habits. Anyways. Lately I've been having suicidal thoughts and bad anxiety. I'm on 1.5 mg but I'm scared to bump it up. Side effects haven't been too bad other than weight gain. Let's hope for the best.",0,15,6
"Cariprazine","Jen","October 24, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I’ve been on vraylar for 2 months it is working well I feel more level and the manic episodes are gone the depression episode pretty well gone. I do have the jerking movement not bad. My sleep is better, I take it at night. The cost is what is the killer. So far I been getting samples. With my Medicare it’s still expensive. I have a lot of the (I don’t wanna’s) before I was go go go. I’m on 1.5mg. May try 1 every other day or have to change because of $$ cost. Over $500 month.",0,17,6
"Cariprazine","Froggy","October 8, 2018","-","<b>Vraylar (cariprazine):</b>			 I started this drug 4 days ago I feel like I have fell into a tar pit and can barely function, movements are slow and painful as if you have the flu with body aches but no fever. I have vivid dreams and wake up often at night. I have blurred vision at night and a persistence headache. I don’t know if this is the right drug for me but I am not taking any more pills until I speak to my Dr. I was just diagnosed with bipolar depression and this is the first drug we tried I hope their is something that works for me and is not $1260.25 for a months supply I couldn’t believe how expensive this drug is !",0,21,6
"Cariprazine","Robbie","October 6, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I’m 45 male with bipolar 1, schizophrenia, OCD and ADHD that all been diagnosed since my teens. Every medication you can think of being on in the psychological world I’ve been on including self medicating with alcohol  for 20 years on and off. 10 days ago I went off the horrible side effect pill with acceptable  results Resperadal and on vraylar for the first time. All I have to say is where  has this drug been because it’s changing my life so much it’s scary !!! The best medication hands down in the world for the issues I spoke of in the beginning of this story of mine. My total medication list is vyvanse 70mg Zoloft 100mg Vraylar1.5mg moving to 3mg after 30 days Resperadal puts wieght on you quick and I’ve lost 13 lbs in 10 days on vraylar. It’s absolutely saving my life and only one can hope this miracle drug will correct my brain to the point I’m not medicated as much.",0,50,6
"Cariprazine","ARealPerson","October 5, 2018","-","<b>Vraylar (cariprazine):</b>			 So, I was on two other antipsychotics before this one. This one is the best out of the three, but I still have issues with side effects. The most annoying side effect is akathisia (a movement disorder). I ALWAYS have to be moving. It's very uncomfortable. Another side effect is trouble sleeping. No matter what time of day I take it I have trouble sleeping. My emotions are dulled, but at least I'm not having manic or depressive episodes, so I guess it's worth it. I have a lot of trouble with concentration and memory, but my doctor says that's not med related (I think it is though because I wasn't having those issues before.) Anyway, the medicine does what it is supposed to. It suppresses my hallucinations to some extent and I don't have manic or depressive episodes anymore. But honestly I'm not sure if the side effects are worth it. I've been on it for about 5 months and the side effects have not lessened or gone away like the doctor claimed they would.",0,24,6
"Cariprazine","WildcatVet","October 2, 2018","-","<b>Vraylar (cariprazine):</b>			 After taking all the other anti-psychotics I have found Vraylar to be the most effective in controlling my symptoms.  The only side effect I've had is some minor nausea the morning after my first dose. The only problem is cost as even Medicare's co-pay is astounding!  Fortunately, my new psychiatrist is able to provide me with samples.",0,39,6
