"Drug","User","Date","Period","Review","Score","Likes","Page"
"Amphetamine","Anonymous","November 22, 2017","Taken for 1 to 6 months","<b>Evekeo (amphetamine):</b>			 Tried all these different medicines and found vyvanse XR worked perfect Until insurance didn’t cover it anymore so I took Concerta and that basically made my heart rate go up to 170 BPM and it was ridiculous so I tried a newer medication evekeo and it’s good but causes a hell of a withdrawal including anger  diarrhea dizziness nausea loss of appetite but for the most part it’s good",0,9,3
"Amphetamine","Really 678","November 20, 2017","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 I never knew I had ADD until my daughter was diagnosed. During her interview I realized I had all the same symptoms. I tried the 3.1mg for three days and felt a lot better. I also noticed I slept really well. I have had insomnia my entire life and the last 6 years I have been seeing a sleep specialist/researcher. We have tried so many different sleep meds and my primary had me on Xanax for a couple of years. Nothing truly worked until I found this med. Now I take 6.3mg feel great all day with no side affects and the best thing is a sleep with no aides and I don't take Xanax anymore. I feel great and my sleep specialist was able to get me three years, yup that’s right three years for free!! I have two insurances and neither were going to pay!!",0,4,3
"Amphetamine","Faikey","October 24, 2017","-","<b>Adzenys XR-ODT (amphetamine):</b>			 I've been on ADHD medication for a very long time. My body had built a pretty strong tolerance stimulants. I combine normally IR Adderall, Vyvanse, and XR Adderall, and now I combine Zenzedi (great, btw), IR Adderall, and this medication and the only thing I noticed is no increase in focus at all but some weird increase in insomnia which is unusual because it's not like an anxiety insomnia but a strange almost increased ADHD insomnia I had growing up. Normally after taking my ADHD medications I can sleep without issue but this one causes me to just stay awake without jitters, focus, anxiety, or anything. I don't care for it.",0,4,3
"Amphetamine","Concerened Mom","October 10, 2017","Taken for less than 1 month","<b>Evekeo (amphetamine):</b>			 My child has been on this almost a week and it has made her worse in school and hyper, I am looking forward to seeing the Doctor this week, the dose was cut in half after being on it 1 day and no change in behaviour, still not able to focus and refuses all school work and became more defiant.",0,11,3
"Amphetamine","Anonymous","September 27, 2017","-","<b>Dyanavel XR (amphetamine):</b>			 Do not take this! It caused my 8 yrs old grave mental issues!",0,3,3
"Amphetamine","birdgirl1234","August 25, 2017","Taken for 1 to 2 years","<b>Adzenys XR-ODT (amphetamine):</b>			 This medication works so well for me and my family.  Easy to take, easy to transport and little to no side effects.  A little dry mouth initially but after a week or so that cleared up.  For only $25 it can't be beat.",0,5,3
"Amphetamine","KellyDoc","July 20, 2017","Taken for 1 to 6 months","<b>Dyanavel XR (amphetamine):</b>			 My 5 1/2 year old son was given this in the past month. We switches from Quillivant XR. This is much better for him. He thinks much more clearly, can focus,  have a conversation.  He doesn't have the anxiety that Quillivant was causing or the emotional crash when the medicine wore off. It's very expensive even with insurance since its so new, but the doctor gave us a discount card to make it very affordable and another problem is all pharmacies don't carry it. Overall much better for his ADHD and less side effects.  His school even noticed an immediate difference.",0,31,3
"Amphetamine","Monkeybutt03","July 12, 2017","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 This medicine works great for my niece!",0,2,3
"Amphetamine","ShannonV","June 13, 2017","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 I was taking 2 of the 20 mg Adderall a day and they wore off quick. Doctor had tried my son on this new medicine and worked for him. So I asked our doctor to switch me also, only draw back was that no one in our town carries it. I could either drive an hour to a Walgreens that carried or wait a week for the Walgreens in our town to get it in. Said they won't just order this medicine to keep on hand  until we have filled 4 prescriptions which I thought made no sense. Luckily our local CVS has it on hand and the $25 coupon our doctor gave us has been wonderful. With our insurance it would cost $89 but was able to get the first prescription FREE!!  And then each one after for $25..",0,12,3
"Amphetamine","Anonymous","June 13, 2017","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 I just started this medication and I like it for the hyperactivity side of my ADHD. I have tried almost every ADHD medication but most recently was on vyvanse, with the vyvanse I had great concentration but the hyperactivity was not controlled well so she had me try Adzenys I've only been on it about a week and the taste is not that bad for being a dissolvable medication but I will say that I can't take it immediately and then go to work because I become almost spaced out. I know I probably need to adjust to it and it's great once the first hour has passed. I'm still unsure whether I will stay on adzenys or switch back to vyvanse but so far so good.",0,10,3
"Amphetamine","Junkie Jack","June 6, 2017","Taken for less than 1 month","<b>Evekeo (amphetamine):</b>			 Love this med to help me stay awake to study.",0,6,3
"Amphetamine","humour412","April 25, 2017","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 Have been taking for few months. Switched from adderall and it's been good. Can concentrate more at work and when driving. Overall satisfied and will keep continue taking it.",0,10,3
"Amphetamine","Bubdrum","March 22, 2017","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 Been on this for about 3 months now.  At first it was great in keeping me focused on tasks at work and at home but it is starting to not be as effective I feel.  My dr. prescribed me the 18.8mg variety based on my weight and also because I am a gastric bypass patient as I digest and absorb things differently which is why we didn't go the more known route of adderall.  As I've taken this medication, especially over the last month I've noticed I have more anxiety, and I'm not my normal happy go lucky self.  I have a follow up in April with my doc and will address these issues then to see what other game plan we can come up with.  I've heard from a friend that also had gastric bypass that she takes vyvanse",0,7,3
"Amphetamine","Lucy106","March 22, 2017","Taken for 6 months to 1 year","<b>Adzenys XR-ODT (amphetamine):</b>			 Simply the best. The only side effect of this med is increased concentration and dry mouth :). It doesn't make me feel like my heart is racing or that my blood pressure is up. I'm really happy with this med. I had a hard time sticky with Concerta and other off brands, and I didn't like any of the adderall products. Since starting this, I haven't missed a single dose.",0,13,3
"Amphetamine","Anonymous","March 15, 2017","Taken for less than 1 month","<b>Dyanavel XR (amphetamine):</b>			 This medicine made me feel so tired and sluggish.",0,12,3
"Amphetamine","Adult with ADHD","February 16, 2017","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 Been on Adzenys since September 2016. Works great.  I have been more focused at work and I'm other less stimulating situations. No side effects. Flavor is good for a ODT. Easy to take and remember",0,12,3
"Amphetamine","carjulie","February 14, 2017","Taken for 6 months to 1 year","<b>Dyanavel XR (amphetamine):</b>			 Now my 10 years old son is on 5.5mg liquid of Dyanavel xr and it last 5 hours.",0,7,3
"Amphetamine","thtaylor4088","February 6, 2017","Taken for less than 1 month","<b>Dyanavel XR (amphetamine):</b>			 My 7 year old daughter is severe ADHD.  Prior to Dyanavel XR, our best experience was with 30 mg of adderall XR.  But that had a profound effect on her appetite and ability to interact with other people.  We tried concerta which left her very defiant, Focalin and Vyvance were completely ineffective.  We tried Dyanavel for the first time one months ago.  I can't believe the difference.  She has an appetite, she socializes, she has a personality, she stays in her seat at school and actually works in her assignments.  After 4 days on this medication, her teacher called me and asked what had changed because she couldn't believe the difference. The only downfall is nighttime.  She consistently wakes up around 4-5 am with dreams.",0,32,3
"Amphetamine","Lulu1988","February 4, 2017","-","<b>Evekeo (amphetamine):</b>			 I have bipolar I disorder with psychotic and depressive features and a diagnosis of ADHD. I take meds for all three conditions. I take Vyvanse 50mg in the AM. When that wares off, I take Evekeo 10 mg twice every 4-5 hours, PM. I also take my stimulants with Ativan as I also have anxiety too. Evekeo is perfect for me. It doesn't make me feel hyper nor does it give me that 'high' feeling. It normalizes me and I can actually be driven and calm at the same time. Since I take two stimulants, you're probably wondering how in the world. All I can say is that Vyvanse doesn't last all day long for me, so I supplement with Evekeo. I take Evekeo once Vyvanse wares out. I'm happy with them both.",0,25,3
"Amphetamine","adultadhd","January 30, 2017","-","<b>Adzenys XR-ODT (amphetamine):</b>			 Adderall XR became less effective so dr wanted me to try Adzenys XR 15.7 I do not like it. Terrible headaches right after I take it then I get nauseated. Even though the Adderall xr has become less effective at least it gives me somewhat concentration without side effects. Also I hate the blister pack it comes in and it tastes terrible with a gritty bad after taste.",0,10,4
"Amphetamine","MzDisorderedSyndrome","January 28, 2017","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 This medication didn't come close to helping me the way my regular Adderall does. That being said I am going to stick with what I KNOW works but that's just me. Now I've heard others swear by Adzenys &amp; wonder where its been all of their lives which I think is great. Just like any other drug what works for one may be rubbish 4 another. Adzenys is a fairly new drug on the market so of course Drs everywhere are going 2 B pushing it right now. I've worked in the medical field &amp; I've seen Drs promote meds that they weren't even crazy about.. It  just depended on what the drug rep looked like for that particular med &amp; how they themselves were going to benefit by writing the drug. I'm not saying Adzenys is bad I'm just saying 4 me it didn't work.",0,12,4
"Amphetamine","adult adhd","January 27, 2017","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 I have taken Adderall 30 mg XR for a little over a year along with a 10 mg boost needed after lunch to get my attention and motivation going. Since it only helps a little to calm my thoughts down and only jump from starting 3 tasks instead of 5 and slowed my thoughts down a little bit the Dr thought to try this new medication Adzenys XR 15.7 mg. Started it 6 days ago and it does nothing for me. I have zero motivation to many thoughts are swimming around. also have a constant headache for the majority of the morning and dull one later and then a crash at midday. at least with Adderall my motivation was great, I thought about a few things at the same time instead of being bombarded and no crash.",0,9,4
"Amphetamine","ADHD mom","January 24, 2017","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 My daughter was diagnosed with ADHD a few years ago (she's 13 now) and was on Adderall XR 25 mg for a few years. She was never hungry and had a hard time sleeping. We switched her to Adzenys XR 12.5 (lower than her Adderall dose equivalent). It doesn't seem to last as long -- but then again it's not as strong. The good thing is her appetite is back and she doesn't have trouble sleeping. She also doesn't complain about not feeling like herself (she is usually a pretty happy kid, but complained the Adderall made her withdrawn). She's doing fairly good in school, though she has some learning challenges in some areas. Although she's only been on it a few months, I am relatively happy with the results.",0,12,4
"Amphetamine","Adhd girl","January 8, 2017","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 This product  is terrible !!! Took it for 1month . Nothing at all . My doctor is writing me a new product  this week . The taste is terrible . May be  my chemistry  but no good.",0,7,4
"Amphetamine","Sludge head","January 8, 2017","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 Today was first day of use (15.7 mg), after switching from Adderal 30 mg daily. Could not tell I had taken anything at all. My thinking is no more clear. I have zero energy. Vyvance caused a tazer-like spasm down my spine, when I tried it a few years ago. Adderal has become less effective, but does still help me to focus.",0,10,4
"Amphetamine","sarahisabel98","December 28, 2016","-","<b>Evekeo (amphetamine):</b>			 18 year old college female. I've been medicated for 4 years now and tried concerta (which was hell) and Vyvanse (the devils drug). Evekeo was amazing at first kind of similar to Vyvanse and then it went downhill. Whereas on Vyvanse I just wouldn't eat and was depressed and spacey, this one didn't have side effects like that. But after awhile it made me incredibly mean, and didn't seem to take away the verbal impulse side of the hyperactivity. I'm normally an incredibly happy person but when I'm on this medicine I'm a bitch to whoever over whatever for no reason at all. It did help with the focusing though.",0,18,4
"Amphetamine","Help mom in need","December 18, 2016","Taken for 1 to 6 months","<b>Evekeo (amphetamine):</b>			 My childs grades have suffered more after beginning evekeo and his behavior is so much worse than before. I honestly cannot wait to to see the Dr. again.",0,7,4
"Amphetamine","Able4","November 24, 2016","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 I may not be the right demographic for this medication but works well and better than lugging around a pill bottle and swallowing a pill with water.  Comes in individual blister packs and easy to transport for ADHD travelling business professionals like myself.",0,8,4
"Amphetamine","MamaBear39","November 24, 2016","-","<b>Dyanavel XR (amphetamine):</b>			 My daughter HATES the flavor! I can't get her to keep it down for more than a couple seconds before it's coming out of her mouth.  I'd rather fight her in getting to swallow a pill than cleaning up the medicine from the floor.  Will be trying something else.",0,3,4
"Amphetamine","Ms. Frustrated","November 12, 2016","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 I did not find this medication to be effective. I approximately 3 hours of sustained attention .My energy depletes throughout the day. I do not like the gritted texture nor taste. I will not continue this medication.",0,6,4
"Amphetamine","Calstudent","October 12, 2016","Taken for 1 to 6 months","<b>Evekeo (amphetamine):</b>			 The only ADHD medication I have taken that doesn't have awful side effects. It makes you more alert and productive with out the headaches and and hungover feeling that I get with adderall and focalin. I don't think it effects everyone the same but it has been a real lifesaver for me.",0,22,4
"Amphetamine","TheMrsB","October 5, 2016","Taken for 1 to 6 months","<b>Adzenys XR-ODT (amphetamine):</b>			 I am so thrown off at how many positive reviews I have seen on this stuff, however I must have an insane Ph balance (causes amphetamines to become ineffective), but I do not see how it is possible to take the highest dose they provide and not even feel nothing... like I have not taken anything at all.... The other night I got so tired that I fell asleep without warning!",0,14,4
"Amphetamine","Carterette","September 29, 2016","-","<b>Dyanavel XR (amphetamine):</b>			 My son has tried everything for ADHD. Vyvanse wears off too quickly and Adderall XR made him moody. We tried the dissolvable tablet but he hated the gritty orange flavor. As a last resort to going back to Vyvanse, the pediatrician put him on the new long acting Dyanavel XR. It lasts all day which is great for all the middle school homework he has in the evenings. My favorite thing about Dyanavel is that he still has his appetite and is sleeping well. The copay card made it cheaper than a generic too!",0,32,4
"Amphetamine","GingerBreadMike","September 28, 2016","-","<b>Evekeo (amphetamine):</b>			 I enjoyed Evekeo.  It was great when it came to improving focus.  I also have shift work disorder so for me stimulants are great as they help me overcome the hump I hit every morning when I just want to go to bed and sleep all day.  My wife complained that I was getting really hard to live with compared to normal.  I knew I was more irritable than normal.  Over the 5 months I took it I did feel like the level of irritabilty and arguementativeness was steadily increasing.  Stopped taking when my wife told me I was starting to become unbearable.   I usually get 2 migraines a year but while on evekeo I had 3 in 5 months.",0,14,4
"Amphetamine","Mabel2193","September 26, 2016","-","<b>Adzenys XR-ODT (amphetamine):</b>			 I had been off of medication for a while, recently went to a doctor for ADHD to get meds again -- was given a script for Adzenys XR-ODT, I have had experiences with Adderall in the past while sampling medication with my previous doctor and found success. This medication at the equivalent dosage of 20mg did little to nothing for me for the first few days and eventually, nothing at all.",0,9,4
"Amphetamine","ADHD!","September 3, 2016","-","<b>Dyanavel XR (amphetamine):</b>			 Dyanavel was a great for my son, much better than the Vyvance and it lasted the whole day.  Best part free for two months than $20 dollars there after!",0,17,4
"Amphetamine","Home Mom3","August 24, 2016","Taken for 1 to 6 months","<b>Dyanavel XR (amphetamine):</b>			 It's works but my child doesn't like the bubble gum flavor. Will be trying something else.",0,6,4
"Amphetamine","Sky85","August 19, 2016","-","<b>Evekeo (amphetamine):</b>			 This medicine was horrible for me. I started off at a low dose. It gave me horrible anxiety, mood swings and horrifying negative thoughts. I would never take this medicine again.",0,14,4
"Amphetamine","NotSoHyper","August 7, 2016","Taken for less than 1 month","<b>Evekeo (amphetamine):</b>			 Evekeo made me feel like I had the flu. I felt like I had stayed up until 5am drinking tequila. I had had no alcohol at all. My muscles ached, I was exhausted, I felt like I was going to puke, and I could barely move. I went back to Vyvanse after 2 days. It ends too early for me, but doesn't make me miserable.",0,10,4
"Amphetamine","Kate MM","August 2, 2016","-","<b>Adzenys XR-ODT (amphetamine):</b>			 Adzenys is the first stimulant medicine I've ever tried, I went through a very bad deprrssion from a car accident &amp; working out, eating right &amp; trying every antidepressant just made me even more depressed. Since taking adzenys I'm back to my old happy, energetic self! I don't have add or adhd so I can't comment on that but I do know this has helped me get over most of my depression &amp; helped me to get back to working out &amp; just got me of the couch &amp; out of my rut. The energy was so immense the first week and then I started to get used to it which I've quite enjoyed, I'm not running around like a mad woman but I have the energy &amp; the drive to be my normal self again. At first I had insomnia for a week but Benadryl helped for sure!",0,13,4
"Amphetamine","allthenicknamesareinuse","July 30, 2016","-","<b>Evekeo (amphetamine):</b>			 20 y/o college female. Keeps me alert, focused, awake. I usually wait a little bit after taking it to have caffeine, not necessary just personal preference based on how it makes me feel. Switched to it after taking vyvanse for almost a year, which was great but it eventually made me irritable. so far i have loved this medication. no side effects, but if you take a dose too late in the day it will keep you up at night. i take 5mg in the morning and then another dose when i really need to focus. shorter release so i feel like i need a nap after 4-5 hours. overall would recommend.",0,17,4
"Amphetamine","Hyper Hank","July 26, 2016","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 I was a little skeptical to try a new drug but when my Daytrana went on backorder, I listened to my doctor and glad I did.  I HATE to swallow pills and didn't want to carry around any syrup with me so this works perfect for me.  Actually taste like orange! Which as you know most drugs don't actually taste like the flavor they say it should so I was pleasantly surprised.  I got to try it out free for the first month and will be continuing to use in the future!",0,10,4
"Amphetamine","!Charm_87!","July 23, 2016","-","<b>Adzenys XR-ODT (amphetamine):</b>			 I'm on day 2 of adzenys. I like that I take it once.  But the texture is gritty once dissolved. It's a dissolvable pill so what do you expect? I do experience dry mouth and slight decrease in appetite but it's nothing serious. My doctor started me on a pediatric dose of 6.3 milligrams once a day. Another problem I see is that I'm having a hard time falling asleep. It could be because I take the medication around 11 o'clock in the morning but that's the time I get up. So it's honestly too early for me to tell.we will see once I get a routine going and school starts again.",0,14,4
"Amphetamine","JVD333","July 4, 2016","-","I am on Dexamphetamine got diagnosed with ADHD only at age 40. I self medicated with alcohol for 20 years and was on 5 moodstabilisers. I feel like a reborn person detoxed of alcohol and all meds replaced it all with Dexies and WOW I am alive! It took me 4 months to get used to them. They are a real pain in the neck to take every 2 hours. In 1st 4 months it was hell, I became so incredibily depressed, wanted to jump off a bridge. Interval was too big. 4-5 hours.  I pushed it to 40 mg a day every 2 hours. He said You won't sleep if you take them after 5 pm. I sometimes take them at 9 pm and sleep at 11 pm. Sideffect: big ass headaches if I dare to forget my pill after 2 hours.",10,0,4
"Amphetamine","MauraJ","June 23, 2016","-","<b>Evekeo (amphetamine):</b>			 Eh, it's better than adderall but vyvanse is still a lot smoother. Gave me horrible indigestion and heart burn as well as extreme anxiety and chest pain.",0,13,5
"Amphetamine","Holden Caulfield","June 1, 2016","Taken for less than 1 month","<b>Adzenys XR-ODT (amphetamine):</b>			 I have taken Adderall XR for several years and found that long acting amphetamine was the best treatment for my ADHD. However, I frequently had issues remembering to take it in the mornings and would often forget to take my medicine. Adzenys XR-ODT is so convenient in the blister pack I remember to take it, and the orange flavor is great! It lasts all day andI don't get a bad crash at the end of the day like I used to with my Adderall XR. Also, got first month free and pay only $25 per month with co-pay card",0,16,5
"Amphetamine","Kimmy82013","April 27, 2016","-","<b>Evekeo (amphetamine):</b>			 Evekeo has been great for the first Time I am doing a lot better in my school and I understand it better. When it comes off its smooth and I don't stay up all night . I use the discount for my prescription and my insurance card and it is not that expensive. But without all of that it definitely will be",0,15,5
"Amphetamine","IanKov","March 24, 2016","-","<b>Evekeo (amphetamine):</b>			 Much better than vyvanse. A lot smooth and MUCH more consistent.",0,12,5
"Amphetamine","Ghawk","December 18, 2015","Taken for 1 to 6 months","<b>Evekeo (amphetamine):</b>			 I have to say I thought it would be like Adderall but it's really not. I read their study, yeah I'm a dork, but I remembering it saying different mixtures working different. If you are having problems with your current ADHD med talk to you doctor and get a 60 pill free trial.",0,28,5
"Amphetamine","Moke","December 9, 2015","Taken for 1 to 6 months","<b>Evekeo (amphetamine):</b>			 Evekeo works great. It's more mild in regards to excitability in comparison to adderall.  Evekeo is Amphetamine Sulfate and carries 50% dextroamphetamine and 50% levoamphetamine.  Adderall is 75% dextroamphetamine and 25% levoamphetamine, so Evekeo is much smoother and wears off slowly vs adderall's fluctuating tapering.  It is much different than adderall.  Evekeo doesn't make you feel wired like adderall does.  It's a cleaner medicine.  Evekeo is a freebase Amphetamine while adderall has 4 different salts.  I would recommend the makers of Evekeo to make higher milligram tablets.  It's similar to a 10mg adderall IR.  It's just the ratio of ingredients that's the difference. Duration is said by pharmacists to be 12 hr's, buts more like 6.",0,41,5
"Amphetamine","AlphaDog1","November 18, 2015","-","<b>Evekeo (amphetamine):</b>			 Better than Adderall or Vyvanse for side effects.  Works the same but not as long",0,20,5
"Amphetamine","Jenny85","October 29, 2015","Taken for 1 to 6 months","<b>Evekeo (amphetamine):</b>			 So far so good. Helps with ADHD but less side effects .. Gonna keep using it",0,15,5
"Amphetamine","wwwangel","September 21, 2015","Taken for 1 to 6 months","<b>Evekeo (amphetamine):</b>			 My son's doctor gave him this to try. It's pretty much the same as Adderall. I didn't see a big difference in his behavior compared to generic Adderall. There's not much point in paying a premium price (no generic) for the same effectiveness as his usual med.",0,11,5
"Amphetamine","Anonymous","September 19, 2012","Taken for 6 months to 1 year","I have ADD. It helped me study, stay focused. All I know is that I did study more efficiently.",8,18,5
"Amphetamine","Anonymous","October 27, 2011","-","My 5 year old just started this medication and no change in her became evident as its supposed to after about 30 minutes. It actually made her Tourette's worse and made her itch and irritable. Hope you have better luck!",3,9,5
